entry	name	body
100227b0	Set_TPUMode	[[100227b0, 10022b48]]
10022b50	Close	[[10022b50, 10022b9f]]
10022ba0	Set_TerminateCode	[[10022ba0, 10022bc6]]
10022bd0	Set_DataBuffer	[[10022bd0, 10022c04]]
10022c10	WaitForData	[[10022c10, 10022c39]]
10022c40	Send2	[[10022c40, 10022c78] [10022c80, 10022f0d]]
10022f10	Flush	[[10022f10, 10023036]]
10023040	Free	[[10023040, 10023061]]
10023070	ReAlloc	[[10023070, 100230cd]]
100230d0	ReAlloc	[[100230d0, 10023130]]
10023140	MinimumAlloc	[[10023140, 10023188]]
10023190	Merge_BaseGamma	[[10023190, 100231d9] [100231e0, 10023322] [10023330, 100233a6]]
100233b0	CreateProgress_DetailItems	[[100233b0, 10023429]]
10023430	Stop_PageRead	[[10023430, 10023510]]
10023520	Get_ScanInfo	[[10023520, 1002355b]]
10023560	Calc_TimerProgress	[[10023560, 100238f1]]
10023900	Create_TimerProgress	[[10023900, 10023980]]
10023990	Close_Progress	[[10023990, 100239ab]]
100239b0	Set_AppTransImage	[[100239b0, 100239be]]
100239c0	FG_MemBuffer	[[100239c0, 10023a23]]
10023a30	Lock	[[10023a30, 10023ace]]
10023ad0	Unlock	[[10023ad0, 10023b3e]]
10023b40	Attach	[[10023b40, 10023c7a]]
10023c80	Attach	[[10023c80, 10023da0]]
10023db0	Detach	[[10023db0, 10023dd2]]
10023de0	Get_LinePtr	[[10023de0, 10023ee7]]
10023ef0	Get_LinePtr	[[10023ef0, 10023fb6]]
10023fc0	Get_HeaderPtr	[[10023fc0, 10023fe9]]
10023ff0	Get_DIB_Handle	[[10023ff0, 10024022]]
10024030	Set_SendInfo	[[10024030, 10024046]]
10024050	FUN_10024050	[[10024050, 100240f1]]
10024100	FUN_10024100	[[10024100, 10024218]]
10024220	Send	[[10024220, 10024585] [10024590, 100246fc]]
10024730	Read	[[10024730, 100249a8]]
100249b0	Save	[[100249b0, 10024a57]]
10024a60	FUN_10024a60	[[10024a60, 10024a9d]]
10024aa0	fg_Get_ErrorMessage	[[10024aa0, 10024ed0]]
100251d0	fg_Disp_ErrorMessage	[[100251d0, 10025472]]
10025480	Init_ForScan	[[10025480, 10025ca9]]
100260f0	Init	[[100260f0, 10026100]]
10026110	Init_ToneParam	[[10026110, 10026135] [10026140, 100261b7]]
100261c0	Regular	[[100261c0, 100262fb]]
100263e0	FUN_100263e0	[[100263e0, 100263f0]]
10026400	Send	[[10026400, 10026415] [10026420, 10026477] [10026480, 1002655b]]
10026560	Steal	[[10026560, 10026567]]
10026570	End	[[10026570, 10026729]]
10026730	FG_Ring	[[10026730, 10026794]]
100267a0	~FG_Ring	[[100267a0, 100267f5]]
10026800	Open	[[10026800, 100268da]]
100268e0	Alloc	[[100268e0, 1002697b]]
10026980	FUN_10026980	[[10026980, 10026aea]]
10026af0	Set_ScanInfo	[[10026af0, 10026b9d]]
10026ba0	Open	[[10026ba0, 10026cae] [10026ce9, 10026cfa]]
10026caf	Catch@10026caf	[[10026caf, 10026ccc]]
10026ccd	Catch@10026ccd	[[10026ccd, 10026ce3]]
10026d00	Read	[[10026d00, 10026e3c] [10026e40, 10027074]]
10027080	Open_Progress	[[10027080, 100270c2]]
100270d0	Free	[[100270d0, 1002713c] [10027140, 1002716c]]
10027170	Attach	[[10027170, 1002723d]]
10027240	Attach	[[10027240, 100272a1]]
100272b0	Init	[[100272b0, 10027432]]
10027440	SG_ResultImage	[[10027440, 1002745d]]
10027460	Close	[[10027460, 10027484]]
10027490	~FG_Scanner	[[10027490, 100274f7]]
10027500	Start	[[10027500, 10027945] [10027950, 10027a59] [10027a60, 1002890c] [10028910, 10028b32] [10028b4c, 10028ccd]]
10028b33	Catch@10028b33	[[10028b33, 10028b46]]
10028dc0	Get_CalibrationStatus	[[10028dc0, 10028f25]]
10028f26	Catch@10028f26	[[10028f26, 10028f32]]
10028f36	FUN_10028f36	[[10028f36, 10028f4b]]
10028f50	Create_Fare1File	[[10028f50, 1002949c] [100294a0, 10029ca8] [10029cb0, 1002a1ec]]
1002a1f0	Create_SoftFareFile	[[1002a1f0, 1002aebc]]
1002aec0	PlanePageReadThread	[[1002aec0, 1002b56c] [1002b570, 1002b7c6]]
1002b7d0	Exec_FilmPrePreview	[[1002b7d0, 1002ba9b]]
1002ba9c	Catch@1002ba9c	[[1002ba9c, 1002baa8]]
1002bab0	PageReadThread	[[1002bab0, 1002bf16] [1002c064, 1002c070] [1002c224, 1002cc54] [1002cc68, 1002cd22] [1002cd2f, 1002cdd9] [1002cde0, 1002da66] [1002da70, 1002e797] [1002e7a0, 1002f025]]
1002f0c0	DibScanThread	[[1002f0c0, 1002f1f9]]
1002f200	Close	[[1002f200, 1002f42a]]
1002f430	Dib_ScanStore	[[1002f430, 1002f503]]
1002f510	Alloc	[[1002f510, 1002f846] [1002f850, 1002f958]]
1002f9a0	Open	[[1002f9a0, 1002fb48]]
1002fb50	FUN_1002fb50	[[1002fb50, 1002fcd5]]
1002fce0	Execute_PageRead	[[1002fce0, 1002fd16]]
1002fd20	FG_ScanCtrl	[[1002fd20, 1002fe90]]
1002fea0	End	[[1002fea0, 1003009d]]
100300a0	Get_PushButton	[[100300a0, 10030165] [10030170, 100303c5]]
100303d0	Start	[[100303d0, 100308c2]]
100309d0	Read_ToMemory	[[100309d0, 10030da8]]
10030db0	~FG_ScanCtrl	[[10030db0, 10030ec8]]
10030ed0	Caps_SearchOnPreview	[[10030ed0, 1003103b]]
10031040	FG_Thumb	[[10031040, 100310bd]]
100310c0	~FG_Thumb	[[100310c0, 1003112d]]
10031130	Create_ScanParam	[[10031130, 10031318]]
10031330	ChangeThumbnailOutputSize	[[10031330, 10031539]]
10031540	Close	[[10031540, 10031562]]
10031570	Read	[[10031570, 1003198f]]
100319a0	Update_ScanParam	[[100319a0, 10031a4f]]
10031a50	Save	[[10031a50, 10031b3d]]
10031b40	Load	[[10031b40, 10031ba8]]
10031bb0	Load_BaseImage	[[10031bb0, 10031df9]]
10031e00	Open	[[10031e00, 100328f5]]
10032940	Init_Header	[[10032940, 10032c0d]]
10032c10	Open	[[10032c10, 10032cae]]
10032cb0	Send	[[10032cb0, 10032cc0]]
10032cd0	Close	[[10032cd0, 10032cd7]]
10032ce0	Save	[[10032ce0, 10032d5e]]
10032d60	FG_TIFF_Save	[[10032d60, 10032de5]]
10032df0	FG_TIFF_Save	[[10032df0, 10032e98] [10032ea0, 10032f0e]]
10032f10	FG_TIFF_Load	[[10032f10, 10033036]]
10033040	FUN_10033040	[[10033040, 100330a0]]
100330b0	fg_Set_ScanInfo	[[100330b0, 100330d2]]
100330e0	fg_Execute_MultiScan	[[100330e0, 10033104]]
10033110	fg_Execute_FullAuto_ADF	[[10033110, 10033147]]
10033150	FUN_10033150	[[10033150, 10033318]]
10033320	fg_DoCalibration	[[10033320, 10033587]]
10033590	fg_Send_DIBtoApp	[[10033590, 1003359f]]
100335a0	fg_Check_ImageSource	[[100335a0, 1003361b]]
10033660	CapsScan_EndPage	[[10033660, 1003367d]]
10033680	CapsScan_Close	[[10033680, 100336db]]
100336e0	fg_Get_CalibrationStatus	[[100336e0, 10033a10]]
10033a20	Send_XferReady	[[10033a20, 10033a2c]]
10033a30	Send_CloseUIRequest	[[10033a30, 10033a3c]]
10033a40	Get_DefaultCapability	[[10033a40, 10033a5b]]
10033a60	Get_CurrentCapability	[[10033a60, 10033a7b]]
10033a80	Set_CurrentCapability	[[10033a80, 10033a9b]]
10033aa0	Set_CurrentCapability	[[10033aa0, 10033abb]]
10033ac0	Has_CapabilityChanged	[[10033ac0, 10033ad9]]
10033ae0	TranslatePxelTypeToBppAndClass	[[10033ae0, 10033aff]]
10033b00	Get_Counter	[[10033b00, 10033b05]]
10033b10	FUN_10033b10	[[10033b10, 10033d3a]]
10033d40	Get_FilmPreviewMode	[[10033d40, 10033dca]]
10033df0	CountUp	[[10033df0, 1003421c] [10034220, 10034596]]
100345b0	FUN_100345b0	[[100345b0, 100345c9]]
100345d0	FUN_100345d0	[[100345d0, 10034897]]
100348a0	CapsScan_Store	[[100348a0, 10035008]]
10035020	CapsScan_Open	[[10035020, 100353f3]]
10035400	CapsScan_Start	[[10035400, 10035561]]
10035562	Catch@10035562	[[10035562, 10035571]]
10035590	fg_Execute_MultiFilm	[[10035590, 1003574e]]
10035750	FUN_10035750	[[10035750, 100357e9] [100357f0, 100358f8]]
10035900	FUN_10035900	[[10035900, 10035b6a] [10035b7f, 10036014]]
10035b6b	Catch@10035b6b	[[10035b6b, 10035b7e]]
10036020	FUN_10036020	[[10036020, 10036283]]
10036290	FUN_10036290	[[10036290, 10036a2a] [10036a3f, 10036be0]]
10036a2b	Catch@10036a2b	[[10036a2b, 10036a3e]]
10036c80	FUN_10036c80	[[10036c80, 10036c91]]
10036ca0	FG_DIB_Save	[[10036ca0, 10036dac]]
10036e00	FUN_10036e00	[[10036e00, 10036ea7]]
10036eb0	FUN_10036eb0	[[10036eb0, 10036f52]]
10036f60	FG_MemAlloc	[[10036f60, 10036f7c]]
10036f80	FG_MemFree	[[10036f80, 10036f9b]]
10036fa0	FG_Get_UserPreferenceInt	[[10036fa0, 10037045]]
10037050	FG_Get_SystemPreferenceInt	[[10037050, 100370f5]]
10037100	FG_Get_UserPreferenceString	[[10037100, 100371e2]]
100371f0	FG_Get_SystemPreferenceString	[[100371f0, 100372d2]]
100372e0	FUN_100372e0	[[100372e0, 1003736a]]
10037370	FG_Set_UserPreferenceInt	[[10037370, 1003746a]]
10037470	FG_Set_SystemPreferenceBinary	[[10037470, 10037572]]
10037580	FUN_10037580	[[10037580, 100375a2]]
100375b0	FUN_100375b0	[[100375b0, 100375d2]]
100375e0	FUN_100375e0	[[100375e0, 10037602]]
10037610	FUN_10037610	[[10037610, 10037b95]]
10037ba0	FG_DIB_Init_Header	[[10037ba0, 10037c4d]]
10037c50	FG_DIB_Get_PaletteCount	[[10037c50, 10037c77]]
10037c80	FG_DIB_Get_PaletteCount	[[10037c80, 10037c90]]
10037ca0	FG_DIB_Get_LinePtr	[[10037ca0, 10037d0c]]
10037d10	Add_RotationTypeOf8	[[10037d10, 10037db0]]
10037e30	FUN_10037e30	[[10037e30, 10037e83]]
10037e90	Reguler_ColorMatching	[[10037e90, 10037efa]]
10037f00	FUN_10037f00	[[10037f00, 10037f14]]
10037f20	FUN_10037f20	[[10037f20, 1003805f]]
10038060	FUN_10038060	[[10038060, 100381b3]]
100381c0	FUN_100381c0	[[100381c0, 100381e8]]
100381f0	FUN_100381f0	[[100381f0, 1003837b]]
10038380	FUN_10038380	[[10038380, 100383b4]]
100383c0	FUN_100383c0	[[100383c0, 10038503]]
10038510	FG_DIB_Invert	[[10038510, 1003853c] [10038540, 10038560]]
10038570	FUN_10038570	[[10038570, 1003865e]]
10038660	Free	[[10038660, 10038667]]
10038670	Load	[[10038670, 100387e5]]
100387f0	FG_DIB_Init_Palette	[[100387f0, 10038842]]
10038850	FG_DIB_Init_File_Header	[[10038850, 10038885]]
10038890	Rotation_RectTypeOf8	[[10038890, 1003897e]]
100389a0	Undo_RotationTypeOf8	[[100389a0, 10038ab4]]
10038ae0	Rotation_RectTypeOf8	[[10038ae0, 10038bce]]
10038bf0	Undo_RotationTypeOf8	[[10038bf0, 10038cc3]]
10038cf0	FUN_10038cf0	[[10038cf0, 10038d7d] [10038d8e, 10038da1]]
10038d7e	Catch@10038d7e	[[10038d7e, 10038d8a]]
10038db0	~FG_Zoom	[[10038db0, 10038db6]]
10038dc0	Clear_Param	[[10038dc0, 10038e15]]
10038e20	FUN_10038e20	[[10038e20, 10038e5b] [10038e60, 10038ee4]]
10038ef0	FUN_10038ef0	[[10038ef0, 10038f8e] [10038f90, 1003906f]]
10039070	Close	[[10039070, 100390a1]]
100390b0	WidthThinned	[[100390b0, 100391c1]]
100391d0	Read	[[100391d0, 100392c7] [100392d0, 1003930c] [10039310, 10039402]]
10039410	Read	[[10039410, 1003952c] [10039530, 100395c7] [100395d0, 100397d0]]
100397e0	SetAlgorithm	[[100397e0, 1003991f]]
10039920	FUN_10039920	[[10039920, 10039a1c] [10039a20, 10039a3c] [10039a40, 10039ad8]]
10039ae0	FUN_10039ae0	[[10039ae0, 10039b56] [10039b60, 10039c9e]]
10039ca0	FUN_10039ca0	[[10039ca0, 10039dc6]]
10039dd0	FUN_10039dd0	[[10039dd0, 10039ef8]]
10039f00	FG_Zoom	[[10039f00, 10039f0d]]
10039f10	Open	[[10039f10, 1003a0a7]]
1003a0b0	Width	[[1003a0b0, 1003a158] [1003a160, 1003a19b]]
1003a1e0	Send	[[1003a1e0, 1003a3b4]]
1003a3c0	Tpm_IsAppName	[[1003a3c0, 1003a3c4]]
1003a3d0	FUN_1003a3d0	[[1003a3d0, 1003a3f2]]
1003a400	FUN_1003a400	[[1003a400, 1003a434]]
1003a440	FUN_1003a440	[[1003a440, 1003a476]]
1003a480	FUN_1003a480	[[1003a480, 1003a4bb]]
1003a4c0	FUN_1003a4c0	[[1003a4c0, 1003a4cb]]
1003a4d0	FUN_1003a4d0	[[1003a4d0, 1003a4db]]
1003a4e0	FUN_1003a4e0	[[1003a4e0, 1003a4e9]]
1003a4f0	FUN_1003a4f0	[[1003a4f0, 1003a567]]
1003a570	FUN_1003a570	[[1003a570, 1003a58f]]
1003a590	FUN_1003a590	[[1003a590, 1003a60a]]
1003a60b	Catch@1003a60b	[[1003a60b, 1003a617]]
1003a61e	FUN_1003a61e	[[1003a61e, 1003a643]]
1003a650	FUN_1003a650	[[1003a650, 1003a68c] [1003a690, 1003a6c2]]
1003a6d0	FUN_1003a6d0	[[1003a6d0, 1003a716]]
1003a720	FUN_1003a720	[[1003a720, 1003a74f]]
1003a750	FUN_1003a750	[[1003a750, 1003a769]]
1003a770	thunk_FUN_1003ab40	[[1003a770, 1003a774]]
1003a850	FUN_1003a850	[[1003a850, 1003a87f]]
1003a880	FUN_1003a880	[[1003a880, 1003a8be]]
1003a8c0	FUN_1003a8c0	[[1003a8c0, 1003a8f4]]
1003a900	FUN_1003a900	[[1003a900, 1003a946]]
1003a950	FUN_1003a950	[[1003a950, 1003a984]]
1003a990	FUN_1003a990	[[1003a990, 1003a9e2]]
1003a9f0	FUN_1003a9f0	[[1003a9f0, 1003aaaa]]
1003aab0	FUN_1003aab0	[[1003aab0, 1003aac9]]
1003aad0	FUN_1003aad0	[[1003aad0, 1003ab16]]
1003ab17	Catch@1003ab17	[[1003ab17, 1003ab25]]
1003ab29	FUN_1003ab29	[[1003ab29, 1003ab3e]]
1003ab40	FUN_1003ab40	[[1003ab40, 1003ab49]]
1003ab50	FUN_1003ab50	[[1003ab50, 1003ab7c]]
1003ab80	FUN_1003ab80	[[1003ab80, 1003ade3]]
1003adf0	FUN_1003adf0	[[1003adf0, 1003afcc]]
1003afd0	FUN_1003afd0	[[1003afd0, 1003b232]]
1003b240	FUN_1003b240	[[1003b240, 1003b3b1]]
1003b400	FUN_1003b400	[[1003b400, 1003b4fc]]
1003b530	FUN_1003b530	[[1003b530, 1003b702]]
1003b710	FUN_1003b710	[[1003b710, 1003b7cb]]
1003b800	FUN_1003b800	[[1003b800, 1003b901]]
1003b940	FUN_1003b940	[[1003b940, 1003b9b1]]
1003b9c0	FUN_1003b9c0	[[1003b9c0, 1003ba31]]
1003ba40	FUN_1003ba40	[[1003ba40, 1003bac8]]
1003bad0	FUN_1003bad0	[[1003bad0, 1003bb26]]
1003bb30	FUN_1003bb30	[[1003bb30, 1003bcb8]]
1003bcc0	FUN_1003bcc0	[[1003bcc0, 1003be84]]
1003be90	FUN_1003be90	[[1003be90, 1003c04c]]
1003c050	FUN_1003c050	[[1003c050, 1003c233]]
1003c240	FUN_1003c240	[[1003c240, 1003c4a7]]
1003c4b0	FUN_1003c4b0	[[1003c4b0, 1003c566]]
1003c590	FUN_1003c590	[[1003c590, 1003c667]]
1003c680	FUN_1003c680	[[1003c680, 1003c78e]]
1003c78f	Catch@1003c78f	[[1003c78f, 1003c7b8]]
1003c7bd	FUN_1003c7bd	[[1003c7bd, 1003c7da]]
1003c7e0	FUN_1003c7e0	[[1003c7e0, 1003c958]]
1003c959	Catch@1003c959	[[1003c959, 1003c9a5]]
1003c9a9	FUN_1003c9a9	[[1003c9a9, 1003c9c9]]
1003c9d0	FUN_1003c9d0	[[1003c9d0, 1003ca08]]
1003caa0	tpmDispatch	[[1003caa0, 1003cb31]]
1003cbd0	FUN_1003cbd0	[[1003cbd0, 1003cce4]]
1003ccf0	FUN_1003ccf0	[[1003ccf0, 1003cd40]]
1003cd50	FUN_1003cd50	[[1003cd50, 1003cd69]]
1003cd70	FUN_1003cd70	[[1003cd70, 1003cd89]]
1003cd90	FUN_1003cd90	[[1003cd90, 1003cf61]]
1003cf70	FUN_1003cf70	[[1003cf70, 1003d0ff] [1003d301, 1003d364]]
1003d100	Catch@1003d100	[[1003d100, 1003d116]]
1003d11c	FUN_1003d11c	[[1003d11c, 1003d1eb] [1003d1fc, 1003d2f0] [1003d365, 1003d389]]
1003d1ec	Catch@1003d1ec	[[1003d1ec, 1003d1fb]]
1003d2f1	Catch@1003d2f1	[[1003d2f1, 1003d300]]
1003d390	FUN_1003d390	[[1003d390, 1003d3ae]]
1003d3b0	tpmClose	[[1003d3b0, 1003d4cb]]
1003d4d0	tpmOpen	[[1003d4d0, 1003d5ec]]
1003d5f0	FUN_1003d5f0	[[1003d5f0, 1003d615]]
1003d620	FUN_1003d620	[[1003d620, 1003d666]]
1003d670	FUN_1003d670	[[1003d670, 1003d6b2]]
1003d6c0	FUN_1003d6c0	[[1003d6c0, 1003d91d]]
1003d920	FUN_1003d920	[[1003d920, 1003d94b]]
1003d950	FUN_1003d950	[[1003d950, 1003d9a4]]
1003d9b0	FUN_1003d9b0	[[1003d9b0, 1003da1c]]
1003da20	FUN_1003da20	[[1003da20, 1003dba1]]
1003dbb0	FUN_1003dbb0	[[1003dbb0, 1003dbf4]]
1003dc00	FUN_1003dc00	[[1003dc00, 1003dc81]]
1003dc90	FUN_1003dc90	[[1003dc90, 1003df38]]
1003df40	FUN_1003df40	[[1003df40, 1003e3e3]]
1003e7e0	FUN_1003e7e0	[[1003e7e0, 1003e804]]
1003ea10	FUN_1003ea10	[[1003ea10, 1003eab3]]
1003eab6	FUN_1003eab6	[[1003eab6, 1003eb15]]
1003eb80	FUN_1003eb80	[[1003eb80, 1003ee45]]
1003f1ca	Catch@1003f1ca	[[1003f1ca, 1003f1dd]]
1003f370	FUN_1003f370	[[1003f370, 1003f4ed]]
1003f6e0	FUN_1003f6e0	[[1003f6e0, 1003f7b8]]
1003f7c0	FUN_1003f7c0	[[1003f7c0, 1003f8b1]]
1003fa80	FUN_1003fa80	[[1003fa80, 1003fedb]]
1003fedc	Catch@1003fedc	[[1003fedc, 1003fef5]]
1003fef6	DeleteColorTransform	[[1003fef6, 1003fefb]]
1003fefc	TranslateColors	[[1003fefc, 1003ff01]]
1003ff02	GetColorProfileElement	[[1003ff02, 1003ff07]]
1003ff08	IsColorProfileTagPresent	[[1003ff08, 1003ff0d]]
1003ff0e	CloseColorProfile	[[1003ff0e, 1003ff13]]
1003ff14	IsColorProfileValid	[[1003ff14, 1003ff19]]
1003ff1a	OpenColorProfileW	[[1003ff1a, 1003ff1f]]
1003ff20	CreateColorTransformW	[[1003ff20, 1003ff25]]
1003ff26	GetColorProfileHeader	[[1003ff26, 1003ff2b]]
1003ff2c	OpenIopManager	[[1003ff2c, 1003ff31]]
1003ff32	CloseIopManager	[[1003ff32, 1003ff37]]
1003ff38	EnableIop	[[1003ff38, 1003ff3d]]
1003ff3e	DisableIop	[[1003ff3e, 1003ff43]]
1003ff44	GetSupportedCapabilities	[[1003ff44, 1003ff49]]
1003ff4a	HasCapChanged	[[1003ff4a, 1003ff4f]]
1003ff50	GetCurrentCapabilitySetting	[[1003ff50, 1003ff55]]
1003ff56	GetDefaultCapabilitySetting	[[1003ff56, 1003ff5b]]
1003ff5c	GetFinalCapabilityRange	[[1003ff5c, 1003ff61]]
1003ff62	ResetCurrentCapability	[[1003ff62, 1003ff67]]
1003ff68	ResetCapabilityRange	[[1003ff68, 1003ff6d]]
1003ff6e	SetCurrentCapability	[[1003ff6e, 1003ff73]]
1003ff74	SetFinalCapabilityRange	[[1003ff74, 1003ff79]]
1003ff7a	CloseUIRequest	[[1003ff7a, 1003ff7f]]
1003ff80	XferReady	[[1003ff80, 1003ff85]]
1003ff86	Register	[[1003ff86, 1003ff8b]]
1003ff8c	Unregister	[[1003ff8c, 1003ff91]]
1003ff92	GetDeviceObject	[[1003ff92, 1003ff97]]
1003ff98	GetDeviceCapabilityRange	[[1003ff98, 1003ff9d]]
1003ffa0	FUN_1003ffa0	[[1003ffa0, 1003ffd4]]
1003ffe0	FUN_1003ffe0	[[1003ffe0, 10040032]]
10040040	FUN_10040040	[[10040040, 1004007c]]
10040080	FUN_10040080	[[10040080, 10040153]]
10040160	FUN_10040160	[[10040160, 100401d8]]
100401e0	FUN_100401e0	[[100401e0, 10040241]]
10040250	FUN_10040250	[[10040250, 10040288]]
10040290	FUN_10040290	[[10040290, 100402d9]]
100402e0	FUN_100402e0	[[100402e0, 1004036f]]
10040370	Catch@10040370	[[10040370, 10040382]]
10040386	FUN_10040386	[[10040386, 1004039b]]
100403a0	FUN_100403a0	[[100403a0, 10040403]]
10040410	FUN_10040410	[[10040410, 1004043a]]
10040440	Get_DstWidth	[[10040440, 10040443]]
10040450	FUN_10040450	[[10040450, 10040499] [100404a0, 100404c3]]
100404d0	FUN_100404d0	[[100404d0, 1004057c]]
10040580	FUN_10040580	[[10040580, 1004060a]]
10040610	FUN_10040610	[[10040610, 100406e3]]
10040700	FUN_10040700	[[10040700, 1004077a]]
10040790	FUN_10040790	[[10040790, 100407ba]]
100407c0	FUN_100407c0	[[100407c0, 100407f1]]
10040800	FUN_10040800	[[10040800, 10040845]]
10040850	FUN_10040850	[[10040850, 10040904]]
10040910	FUN_10040910	[[10040910, 1004091c]]
10040920	FUN_10040920	[[10040920, 10040953]]
10040960	FUN_10040960	[[10040960, 10040a2d]]
10040a30	FUN_10040a30	[[10040a30, 10040ada]]
10040ae0	FUN_10040ae0	[[10040ae0, 10040b00]]
10040b10	FUN_10040b10	[[10040b10, 10040b31]]
10040b40	FUN_10040b40	[[10040b40, 10040bd3]]
10040be0	FUN_10040be0	[[10040be0, 10040c74]]
10040c80	FUN_10040c80	[[10040c80, 10040d38]]
10040d40	FUN_10040d40	[[10040d40, 10040db0]]
10040dc0	FUN_10040dc0	[[10040dc0, 10040de4]]
10040df0	FUN_10040df0	[[10040df0, 10040f81] [10040f86, 10041049]]
10041070	FUN_10041070	[[10041070, 100413b5]]
100413d0	FUN_100413d0	[[100413d0, 1004150c] [10041510, 1004166a]]
10041690	FUN_10041690	[[10041690, 10041a5a]]
10041a70	FUN_10041a70	[[10041a70, 10041e77]]
10041e90	FUN_10041e90	[[10041e90, 10041eb4]]
10041ec0	FUN_10041ec0	[[10041ec0, 10041ee6]]
10041ef0	FUN_10041ef0	[[10041ef0, 10041f14]]
10041f20	FUN_10041f20	[[10041f20, 10041f46]]
10041f50	FUN_10041f50	[[10041f50, 10041f76]]
10041f80	FUN_10041f80	[[10041f80, 10042018]]
10042020	FUN_10042020	[[10042020, 10042057]]
10042060	FUN_10042060	[[10042060, 1004209c]]
100420a0	FUN_100420a0	[[100420a0, 100420e3]]
100420f0	FUN_100420f0	[[100420f0, 100421a3]]
100421a4	Catch@100421a4	[[100421a4, 100421a9]]
100421d0	FUN_100421d0	[[100421d0, 1004228b]]
1004228c	Catch@1004228c	[[1004228c, 10042291]]
100422b0	FUN_100422b0	[[100422b0, 1004233a]]
10042340	FUN_10042340	[[10042340, 100423ca]]
100423d0	FUN_100423d0	[[100423d0, 1004245c]]
10042460	FUN_10042460	[[10042460, 100424d4]]
100424e0	FUN_100424e0	[[100424e0, 1004250b]]
10042510	FUN_10042510	[[10042510, 10042516]]
10042520	FUN_10042520	[[10042520, 10042532]]
10042540	FUN_10042540	[[10042540, 100425f3]]
10042600	FUN_10042600	[[10042600, 10042755]]
100427f0	FUN_100427f0	[[100427f0, 100428b9]]
100428c0	FUN_100428c0	[[100428c0, 1004298a]]
100429a0	FUN_100429a0	[[100429a0, 10042a1d]]
10042a20	FUN_10042a20	[[10042a20, 10042a39]]
10042a40	FUN_10042a40	[[10042a40, 10042a97]]
10042aa0	FUN_10042aa0	[[10042aa0, 10042b70]]
10042b80	FUN_10042b80	[[10042b80, 10042ca7]]
10042cb0	FUN_10042cb0	[[10042cb0, 10042ed7]]
10042ee0	FUN_10042ee0	[[10042ee0, 10043300]]
10043310	FUN_10043310	[[10043310, 1004338f]]
10043390	FUN_10043390	[[10043390, 1004341b]]
10043420	FUN_10043420	[[10043420, 10043449]]
10043450	FUN_10043450	[[10043450, 1004350e]]
10043510	FUN_10043510	[[10043510, 100435d2]]
100435f0	FUN_100435f0	[[100435f0, 10043613]]
10043620	FUN_10043620	[[10043620, 100436d0]]
100436e0	FUN_100436e0	[[100436e0, 100436fe]]
10043700	FUN_10043700	[[10043700, 1004375e] [1004377c, 1004378f]]
1004375f	Catch@1004375f	[[1004375f, 10043778]]
10043790	FUN_10043790	[[10043790, 100437f1] [1004380f, 10043822]]
100437f2	Catch@100437f2	[[100437f2, 1004380b]]
10043830	FUN_10043830	[[10043830, 10043860]]
10043870	FUN_10043870	[[10043870, 10043996]]
100439a0	FUN_100439a0	[[100439a0, 100439db]]
100439e0	FUN_100439e0	[[100439e0, 100439fc]]
10043a00	FUN_10043a00	[[10043a00, 10043a55]]
10043a80	FUN_10043a80	[[10043a80, 10043aec] [10043af0, 10043cee]]
10043cf0	FUN_10043cf0	[[10043cf0, 10043e63]]
10043e70	FUN_10043e70	[[10043e70, 10043f8d]]
10043f90	FUN_10043f90	[[10043f90, 10043ff8]]
10044000	FUN_10044000	[[10044000, 10044173]]
10044180	FUN_10044180	[[10044180, 100441ff]]
10044200	Catch_All@10044200	[[10044200, 10044223]]
1004422a	FUN_1004422a	[[1004422a, 1004429a]]
1004429b	Catch_All@1004429b	[[1004429b, 100442c6]]
100442d0	FUN_100442d0	[[100442d0, 10044366]]
10044370	FUN_10044370	[[10044370, 1004445e]]
10044460	FUN_10044460	[[10044460, 1004456a]]
10044570	FUN_10044570	[[10044570, 10044649]]
10044650	FUN_10044650	[[10044650, 1004474f]]
10044750	FUN_10044750	[[10044750, 100448a9] [100448b0, 100448d9] [100448e0, 10044978] [10044980, 10044a79] [10044a80, 10044b14] [10044b22, 10044b42]]
10044b15	Catch@10044b15	[[10044b15, 10044b21]]
10044b50	FUN_10044b50	[[10044b50, 10044c75]]
10044c80	FUN_10044c80	[[10044c80, 10044ca0]]
10044cb0	FUN_10044cb0	[[10044cb0, 10044d53]]
10044d56	FUN_10044d56	[[10044d56, 10044db5]]
10044dc0	FUN_10044dc0	[[10044dc0, 10044ffb]]
10045000	FUN_10045000	[[10045000, 1004509a]]
1004509c	ConvertStringSecurityDescriptorToSecurityDescriptorW	[[1004509c, 100450a1]]
100450a2	__cfltcvt_init	[[100450a2, 10045101]]
10045102	__fpmath	[[10045102, 1004511f]]
10045120	__alloca_probe	[[10045120, 1004514a]]
10045190	FUN_10045190	[[10045190, 100451e3]]
100451ed	FUN_100451ed	[[100451ed, 100453b1]]
100453b2	FUN_100453b2	[[100453b2, 100453d9]]
10045420	FUN_10045420	[[10045420, 1004546e]]
10045478	FUN_10045478	[[10045478, 1004552f]]
10045530	FUN_10045530	[[10045530, 1004558d]]
1004558e	~type_info	[[1004558e, 1004559b]]
1004559c	`scalar_deleting_destructor'	[[1004559c, 100455b7]]
100455b8	operator==	[[100455b8, 100455d2]]
100455d3	_free	[[100455d3, 100455d7]]
