entry	name	body
1000fabd	__SEH_epilog4	[[1000fabd, 1000fad0]]
1000fad1	___heap_select	[[1000fad1, 1000faf6] [1000fafa, 1000fb11] [1000fb15, 1000fb2b]]
1000fb2c	__heap_init	[[1000fb2c, 1000fb85]]
1000fb86	__heap_term	[[1000fb86, 1000fbf9]]
1000fbfa	__amsg_exit	[[1000fbfa, 1000fc1d]]
1000fc1e	FUN_1000fc1e	[[1000fc1e, 1000fc43]]
1000fc44	___crtExitProcess	[[1000fc44, 1000fc57]]
1000fc59	FUN_1000fc59	[[1000fc59, 1000fc61]]
1000fc62	FUN_1000fc62	[[1000fc62, 1000fc6a]]
1000fc6b	FUN_1000fc6b	[[1000fc6b, 1000fc82]]
1000fc83	__initterm_e	[[1000fc83, 1000fca2]]
1000fca3	__get_osplatform	[[1000fca3, 1000fcd9]]
1000fcda	__get_winmajor	[[1000fcda, 1000fd15]]
1000fd16	__cinit	[[1000fd16, 1000fda7]]
1000fda8	FUN_1000fda8	[[1000fda8, 1000fe74] [1000fe84, 1000fe89]]
1000fe75	FUN_1000fe75	[[1000fe75, 1000fe83]]
1000fe8a	__exit	[[1000fe8a, 1000fe9a]]
1000fe9b	__cexit	[[1000fe9b, 1000fea9]]
1000feaa	__init_pointers	[[1000feaa, 1000fef5]]
